date,name,bust,waist,hips,height,weight,birth_date,birth_place,ambitions,turn_ons,turn_offs,favorite_film,role_models,my_man,i_always_wanted_to_know,secret_fantasy,redheads_are,dream_date,the_actress_id_most_like_to_meet,the_thing_i_like_best_about_american_men,favorite_place,favorite_sport,id_like_most_to_meet,favorite_foods,place_id_most_like_to_visit,favorite_books,ideal_evening,favorite_performers,recurring_nightmare,favorite_writers,special_skills,romantic_rendezvous,favorite_pampering_activities,occupation,man_id_most_like_to_meet,what_amazes_you,who_do_you_admire,favorite_musicians,secret_wishes,favorite_outfits,Ill_know_Ive_made_it_when,ideal_weekend,describe_yourself,qualities_valued_most_in_others,getting_your_attention,your_sex_advice,favorite_way_to_wakeup,what_drives_you_wild,you_can_never_have_enough,im_always,ive_learned,my_philosophy,im_a_sucker_for,fondest_memory,a_great_day_always_starts_with,words_to_live_by,travel_dream,phrase_i_live_by,i_stand_up_for,a_woman_i_admire_and_why,five_musicians_who_inspired_me,most_exciting_city_in_world,hobbies,pets,plans_for_education,job_before_modeling,inspiration_for_my_poetry,great_book_ive_just_read,in_the_morning_i_remind_myself_to,one_thing_youd_change_about_yourself,most_impulsive_thing_youve_done,things_ive_always_wanted_to_try,not_playmate_id_be_working_as,when_i_feel_the_need_for_speed_im,wildest_thing_i_want_to_do,if_i_had_more_time_i_would,i_wish_i_had,my_moto,favorite_ways_to_kill_time,dream_job,my_support,i_could_never_be,couldn’t_live_without,favorite_color,hardest_part_of_being_playmate,passions,shake_me_wake_me,when_young_and_on_your_own,healthy_springtime_balance,modeling_tips,remodeling tip,i_may_look_innocent_but,love_is,our_heroine,lessons_weve_learned,fantasy_guy_next_door,people_think_im,favorite_quote,why_i_could_never_be_president,what_makes_a_woman_sexy,my_friends_know,every_woman_should_have,most_frightening_experience,i_like_to_be_surrounded_by,sexy_begins_with,phobias,i_judge_a_man_by,i_appreciate,if_you_really_want_to_know_me,when_i_want_to_relax,favorite_advice,im_happy_when,my_attitude,im_bullish_on,places_ive_been_lately,riding_my_horse_is,advice_from_mom,a_real_cowgirl,typical_day_in_your_life,whats_sexy_in_men,mood_music,my_future,favorite_zip_code,favorite_tune,my_family,my_best_quality,quality_most_valued_in_others,necessities_of_a_strong_relationship,most_impacting_statement,my_sisters,people_don't_know_im,favorite_dishes,my_idea_of_fun,i_expose_myself_to,how_i_like_to_get_wet,how_to_get_me_into_bed,how_to_get_me_out_of_bed,my_valentines_day_dream,dream_land,advocations,small_town_girls,aphrodisiac,choice_moment,last_words,what_brightens_my_day,never_leave_home_without,rules_to_leave_by,gift_list,in_the_mood,my_music,sex_is,ideal_man,im_happiest_when,favorite_thing,great_sex_begins_with,the_best_men_are,more_and_less,in_my_craziest_moment,also_known_as,strange_but_true,favorite_dessert,honeymoon_wish_list,men_are_great_because_they,why_love_hawaii,favorite_subject,favorite_boy_names,i_fall_asleep_to,if_i_where_queen_of_the_world,victorias_secret,three_rules_to_live_by,new_year_resolutions,ill_never,nobody_knows,call_me_crazy_but,boy_bribery,perfect_kiss,hands_on,bedtime_reading,calling_room_service,what_shakes_me_up,dream_gateway,mistaken_identity,the_rachel_jean_workout,scariest_moment,glad_i_was_there,virtues,if_i_could,how_to_impress_me,my_strongest_influences,my_ideal_couple,im_proud_that,pet_peeve,pet_advice,dream_vacation,favorite_drink,i_must_have,turn_up_the_radio_for,i_love_ballet_because,i_feel_most_at_home,my_split_personality,looking_ahead,most_embarrassing_moment,romancing_my_man,perfect_day,cant_get_enough,the_way_to_my_heart,if_i_were_invisible,i_may_be_tiny,no_place_like_home,beyond_modeling,its_so_unsettling,most_exciting_day,elan_at_home,mad_madder_maddest,never_again,one_thing_im_not,i_pledge_allegiance,dream_car,a_night_to_remember,disney_character_i_relate_to,ideal_home,most_outrageous_job,best_date,i_respect,best_heartpounding_experience,worst_heartpounding_experience,how_to_really_make_my_heart_pound,what_i_like_about_america,what_i_miss_about_europe,most_romantic_moment,in_my_heart_of_hearts,most_irrational_fear,there_ought_to_be_a_law,i_truly_believe,when_pigs_fly,vices,water_fantasies_part_1,part_2,part_3,favorite_appliances,what_men_do_better_than_women,worst_places_sand_gets,favorite_video,on_the_road,lifes_a_beach,p.s.,so_se_me,if_i_were_a_senator,champagne_make_me,ill_never_understand,best_decision,self_image,ideal_mate,biggest_weakness,my_best_asset,international_relations,im_just_wild_about,my_antique_collection,fencing_is,when_i_was_younger,then_i_learned,now_i_know,prince_charming,tanning_secrets,sexy_is,love_rules,things_i_want_to_do_in_my_life,favorite_reading_material,my_daily_schedule_2_years_from_now,biggest_fear,fantasy_time,favorite_sweets,best_thing_about_usa_army,when_we_get_home,favorite_century_and_why,thanks_to,golden_rules,the_perfect_man,vehicles,i_promise,where_ive_been,what_i_saw,where_im_going,why_im_here,who_am_i,ideal_mans_attire,secret_of_the_month,dream_trek,the_man_i_love,no_one_would_believe,all_i_want_for_christmas,if_you_see_me,if_you_knew_me,the_man_i_love_is,worst_nightmare,favorite_bed_treats,favorite_actor,small_town_life,new_years_resolution,i_want,i_must_see,in_my_futre,typical_AM,playboy_means,favorite_compliments,my_opinion,my_life_story,what_i_wonder_about_americans,how_my_men_are_exactly_like_horses,the_foolproof_way_to_win_me_over,qualities_i_look_for_in_a_man,special_thanks_to,favorite_people,my_healthy_foods,ideal_airplane_passenger,what_they_dont_teach_in_stewardess_school,worst_announcement_from_captain,cutest_chicago_cub,indoors,outdoors,destinations,sunny_days,future_shocks,fantasy_trip,its_important_to_me,my_dreams,my_confidants,am_who_i_am_because,1999,lingerie_im_wearing,valentines_day_plans,canadian_date,american_date,being_a_playmate_means,things_i_love,favorite_country,describe_yourself,what_i_like_best_about_holland,what_i_found_interesting_about_america,what_you_should_know_about_my_sister,lines_i_hate,love_affair,my_bookshelf,my_my_my,financial_plans,heroes,in_a_past_life,my_strengths_are,my_lingerie_drawer,freudian_dream,food_and_drink,hot_time,dream_guy,my_therapy,tv_programs,mr_right_will_be,favorite_pasttimes,favorite_part_of_the_day,things_i_enjoy_giving,goodies_i_want_out_of_life,favorite_things,light_readin,perfect_night,worst_guilt_trip,your_night_out,tv_credits,favorite_love_portion,least_favorite_thing_about_america,extracurricular_pursuits,favorite_investments,favorite_era,personal_weapon,predict_your_future,one_wish_in_the_world,retiring_place_and_why,male_dance_youd_like_to_dance_with,experiment_youd_like_to_perform_on_space_shuttle,if_you_could_have_only_3_records,interesting_place_to_make_love,perfect_menu_for_date,add_to_circle_of_friends,least_fashionable_outfit,movie_character_youd_like_to_play,biggest_disappointment,womans_personal_style_you_admire,what_you_always_put_off,most_dangerous_secret,boring_date_you_can_imagine,redo_school_courses,biggest_flaw,best_job_in_the_world,what_really_excites_you,what_youd_like_to_do_that_youve_never_told_anyone,dish_youd_make_for_boyfriend_after_fight,what_make_you_laugh,important_lesson_learned,what_got_you_into_most_trouble_as_a_kid,biggest_joy,sign,favorite_artist,charity
7/1/1992,Amanda Hope,35,25,37,"5'8.5""",133,8/23/1969,"Austin, Texas","To have lots of fun and lots of love, keep an open heart and mind, and have beautiful (on the inside) kids one day.","Men with good voices, warm days and warm people, having doors opened for me, sweet foods (see below) and hot music.","People who abuse drugs, men who don't care about using protection, cold rooms, climates and people, cynics and liars.",,,,,,,,,,,,,,,,,,,,,,,,,,,"Duran Duran, Chic, Black Box, Soul II Soul, Marvin Gaye (on auto reverse!), some jazz, classical and yes, even marches.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"He sounds great, is fun to watch and adores me.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Blue ball homemade vanilla, tripple choc, choc. Decadence ice cream, Ritter sport (Halb Bitter, Rum Trauben nuss, Naugat), hot chocolate, hot homemade cookies, crème de menthe waters.","Free entertainment from other soldiers en route to gigs, free health club membership, all you can eat for $1.90 at the Chow ball, leave time!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/1992,Angela Melini,36,26,35,"5'6""",115,7/25/1969,"Saigon, Vietnam",Finish school and make money now -- nice husband and healthy children later!,"I'm the ultimate romantic -- I love beach walks, sunsets, love songs, soft kisses.",Guys -- forget the bikini briefs - yuck!!,,,,,,,"Roses, dinner, dancing and a roller coaster ride. Let's have FUN!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"He's a little older than me, a little taller than me, has the sweetest smile and sexiest eyes. Is that you?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I'm not impressed with money and all that flash. Just be yourself!,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Put on soft music, turn the lights down low and give me a neck massage. Then, well use our imagination…",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/1992,Vickie Smith,36,26,38,"5'11""",140,11/28/1967,"Houston, Texas",I want to be the new Marilyn Monroe and find my own Clark Gable.,"Men who wear braces, and Cowboys! I also get off on scary movies.","Two-timing men, obsessive body builders, disloyal friends and slobs.","The Simpsons, The Young and The Restless, Cosby Show, Friday the 13th",,,,,,,,,,,,,,,,,,Garth Brooks! (If only he were single).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Roller-blading, couch potato-ing!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19th century, when women wore hoop skirts and me were men.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/1992,Cady Cantrell,36,24,36,"5'7""",118,9/12/1972,"Lanett, Alabama",To be a successful actress and model.,"Fast cars, simple flowers, and romantic music.","Animal abuse, dishonest people and Sunday drinkers.",,"Julia Roberts -- she's a Southern girl like me. Barbara Bush -- even though she's the first lady, she still seems real and approachable.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Is a dedicated hard worker, physically fit, honest and not afraid to express his feelings.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"God, my parents and playmate scout Cynthia Kaye.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/1992,Tylyn John,34,23,34,"5'6""",116,7/31/1966,"Encino, California",To keep working at the top of my profession. To be a wife and mom!,"Men on Harleys, cowboys in tight wranglers, bubble baths.","hypocrites, traffic, jealousy, overbooked flights, unfaithful men, greed, speed bumps and speeding tickets.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Practice what you preach. The best things in life are free.,"Sexy, romantic, funny, secure, always surprising me -- never a dull moment!","My jeep cheerokee, my Harley and my Quaster horses.",To stop cussing like a trucker!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/1992,Tanya Beyer,36,25,35,"5'8.5""",123,6/4/1971,"St. Paul, Minnesota","Continue traveling, cut a hit single, further my acting career, go back to school.","Fresh air, sunshine, skiing, pasta, wine, pink roses, dirty dancing, ear kissing. ","Environmental abusers, arrogance, parking tickets, smog, rain, burping, flight delays, big egos, talk shows, meat load.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"New York, L.A., Tokyo, Milan, Paris, Athens, Rome, Tainei, Osaka, Mozatlan.","Sunset on the Mediterranean, white sand beaces in the south Pacific, the Vatican, the French Alps, and hundreds of great restaurants and clubs.","First I'm going to visit more countries -- Germany, Brazil, Australia, New Zealand, Africa here I come! After that, we'll see…",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/1992,Suzi Simpson,36,23,34,"5'5""",100,11/16/1968,"Athens, Greece.","To pursue my modeling career, travel, save money and do my part to make this world a better place. ","Peppermint stick ice cream, surfing in the hot summer sun and great sex anywhere but the bedroom!","Bras with 7 snaps in the back, toes that hang over the front of sandals, prejudice, phony people.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kind, funny, intelligent, sexy, ton o integrity. He's a manly man who knows I'm his equal & treats me that way.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I want to be a Playmate because I love being sexy. It's a very fun and special part of being a complet woman! (But it's only a part!),"Loyal, eccentric, lve to laugh and spend time with family and friends, outgoing & PATRIOTIC!",I love a man in uniform -- USA is No. 1,I'm the cousin Bart Simpson never talks about.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/1992,Barbara Moore,36,24,35,"5'6""",110,8/21/1968,"Spokane, Washington","To be successful, travel the world, learn new languages and have a life full of excitement.","Sexy dressing, Harleys, intimate conversations, cooking for two, confident men and lots of attention.","Men who have no respect for women, bad grammar, itchy clothes, lip smacking, overbearing cologne and slow pokes.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"An African safari --  pitching a tent among the zebras, elephants and lions. What a thril to be so close to life at it's wildest!","A smart, sexy businessman who can make me laugh, and who send shivers through my body when I think about him.",I worked the slime line at a salmon cannery.,Is to look like this forever.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/1991,Cheryl Bachman,34,22,35,"5'6""",110,11/18/1969,"Jacksonville, FL",To be an actress and win an Oscar -- same old thing! But most of all to be happy!,"Men with ong hair, cowboy boots, leather, snuggling, SEX!!!","Traffic, busy signals on the telephone, indecision, rain, people who lie. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dancing at a club in Hollywood -- don't come up and grab me like you know me. Take your time…,You'd know I'm a girl who's country sweet and city smart.,"Beautiful to look at, great to talk with, WILD IN BED.",Going out without makeup.,Having my toes sucked!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/1991,Samantha Leah Dorman,36,25,36,"5'10""",135,3/21/1968,"Lakeland, FL","To continue modeling, earn my degree in Marine Biology, to stay happy and always ealthy.","Traveling, pink roses, animals, sunsets, good health, clean fresh air, sharing good times with good friends","Environmental abuse, ignorance, people who can't be trusted.",,,,,,,,,,,,,"Vegetables, seafood, lots of fruit, popcorn, and chocolate-chip cookis -- mmm… my favorite.",,,,,,,,,,,,,"My mother and father, Jacques Cousteau, Jane Goodall.",I like a little bit of everything. I guss it hust depends on my mood.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Intelligent, honest, kind at heart, loves children and animals, plays sport and is physically fit.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Meryl Streep, Sean Connery, Shirley Maclaine, Robert De Niro.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/1991,Stacy Leigh Arthur,36,23,35,"5'7""",115,6/4/1968,"Naperville, Illinois","To accomplish many thing but most of all, to become a successful country singer.","Sensitive, well built men, roaring fires, fast cars, great food, fur rugs, sexy music.","Rude, conceited people, overbearing people, stress, my own impatience. ",,,,,,,,,,,,,,"Lobster, shrimp & pizza, grinders on the Columbus, Ohio, OSU campus! Yum-yum!",,,,"Sigourney Weaver, Sylvester Stallone, Reba McEntire, Lori Morgan, Arsenio Hall",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The good: No traffic, $1.50 movies, family dinners. The bad: closed-minded, non supportive people, slow drivers, ha! Ha!","To be more positive, confident person, after my experience with Playboy, it should be easy!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/1991,Cristy Thom,36,23,36,"5'6""",110,9/8/1971,"Los Angeles, California","To become a big movie star, have much fame and fortune and be loved by all! (Ha-ha, Just Joking)","Wild, crazy nights, fast cars, intelligent men, purple roses, lots of romance and Sylvester Stallone!","Jealousy, ignorance, traffic, slow drivers and gossip.",,,,,,,,,,,,,,,,,,,,,,,,,,"Elton John, Jack Nicholson, Lucille Ball and Meg Ryan.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Breakfast by the beach, followed by a romantic horseback ride, then dinner in PARIS!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To be taken seriously as an actress!,"Sylvester Stallone! Judging from his interviews, he seems to be the perfect man. He's funny, very talented, SEXY, ambitious and above all -- he's extremely intelligent. What more would you ask for?","I will sail the Greek Islands, visit Tahiti and Monaco, attend a major fight and drive a race car.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/1991,Julie Anne Clarke,34,22,32,"5'5""",110,8/11/1971,"Tuscan, Arizona","Graduate from college, make enough money to visit Australia","Fresh air, sunshine, animals, men with cute buns and a sense of humor!","Wake-up calls, cocky attitudes, small crowded places, pollution, bad breath!",,,"He's strong but sensitive, charming and gives a great massage!",,,,,,,,,,"Messy, meaty, cheesy, saucy…",,,,Comedians. I love comedians!,,,,,,,,,Lawny Kitaen and President Bush -- because I want her hair and he has the guts to run the country!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stumbling out of bed, pouring O.G on my cereal -- I'm not a morning person.",Freedom to express my own sensuality!,"""You're too pretty to be this nice."" and ""You don't look you've had a child.""",My personality doesn't match my looks… I'm a nerd trapped in a model's body.,Don't ask! (Strictly soap-opera material),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/1991,Christina Marie Leardini,34,23,34,"5'8""",109,1/22/1969,"St. Petersburg, Florida.","Good health, true love, stability and financial security. In other words… a perfect life. ","Simple kindness, heart-to-heart talks, soft, slow kisses and laughing until I cry.","People who don't smile, men who can't be trusted and those girls who have their eyes on your guy.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/1991,Saskia Linssen,38,27,38,"5'9""",130,2/16/1970,"Venlo, Holland","Find a job which makes me happy, have my own horse and meet a lot of nice people.","Good-looking men in nice suits/shorts, horse riding on the beach, a good horror movie.","T get out of my bed in the morning, fish, arrogant people, being broke, feeling alone!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,How do they decide where to have dinner? You have so many restaurants!,"I ask both to wear saddlers and obey, but neither wants to!",Buy me the biggest stuffed animal you can find!,"Romantic and macho at the same time, and as strong willed as I am.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
